mean,std,var
7.498782890652483,6.475943212352816,41.93784048961851
4.062835352324151,3.9354176799946683,15.487512316014616
5.513929703227571,4.761462009609712,22.671520468956558
-0.6583566289093044,0.49139479707631517,0.241468846593673
-5.14111604988575,5.598644032225559,31.344814999574865
-3.6613446917686914,4.0731680348080355,16.590697839781956
0.6270658174503305,0.5704906922402533,0.32545962993276334
-0.09160326707676504,0.14702508118120425,0.021616374496339696
0.22405600837589795,0.21024207740090223,0.04420173110984696
1.2756699543985905,1.1034834380342364,1.2176756980158583
0.8274831285382687,0.6615454062481488,0.43764232452802826
0.9303835208425952,0.6297974075892471,0.39664477460613623
156.72330207284193,142.59609631337153,20333.646683812334
-22.8667060366838,36.75284336380465,1350.7714953243594
56.004154393416385,52.572599743176745,2763.8782437562677
-10.158870338225688,9.266882879706895,85.87511830620475
-7.354942166966361,6.413997645538492,41.139365796973316
-8.125649533904083,7.340658883769031,53.885272847857195
7.771548603152906,5.0600181448590495,25.603783626302818
10.743300987337086,8.958202134002422,80.24938547364555
5.779300588268686,4.815606031060165,23.190061446383034
0.11020895549251614,0.652665493476415,0.42597224637481235
0.10562257799395436,0.4360516328376723,0.19014102650040016
-0.18546313376318527,0.8296232765284154,0.6882747809577436
2.506050387688086,1.434042046907981,2.056476592300032
2.944286794857233,1.6450282754700667,2.706118027096022
2.367818380648006,1.5823923366733719,2.503965507162614
27.45981258881523,162.8759978824892,26528.590686216623
26.62389386723548,109.03891134567806,11889.484187450638
-46.24244556569359,207.55675806869422,43079.80781998647
